,gender,current_country,cc_status,education_level,age_groups,smoking_status,level of drinking_status,level of bmi,countries_visited,continent_of_birth,hash,postcode_split
566,F,United Kingdom,0,secondary,40-50,heavy smokers,low,healthy,19-34,North America,00d24881dda269bc62566831d6d2c6df9a535959,W98
567,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,underweight,2-18,Oceania,530c8c10536a65f285bbfc1f31c3516c43daba92,NP3R
568,F,United Kingdom,0,secondary,20-30,light smokers,low,overweight,2-18,Asia,27644f2577f26889d77ab838344d8ec7a6114960,LU4E
569,M,United Kingdom,0,masters,30-40,light smokers,high,overweight,35-50,Asia,7ed21f73414bea3de21112bb1766e58c3aaa6224,FY92
570,M,United Kingdom,0,secondary,50-60,light smokers,low,underweight,35-50,Europe,c4d425c5571c6090e1ef01131e1aaabf2f726b9c,M3B
571,F,United Kingdom,0,secondary,60-70,heavy smokers,high,overweight,19-34,Africa,df2afcd93a40dcd4cc86b6e6327d694d8b607457,M0
572,M,United Kingdom,0,other,60-70,intermediate smokers,low,overweight,2-18,Asia,52a8c3524ef326c457301775213f460b17a3be84,BB6V
573,M,United Kingdom,0,secondary,30-40,light smokers,high,healthy,2-18,Africa,08015daabb70c7660141c0ae9a39a4a9cda4a212,RH51
574,F,United Kingdom,0,primary,20-30,heavy smokers,low,healthy,35-50,Africa,f2cd04ffcdfb7747b3de908ba3147ba161a3975f,W9
575,M,United Kingdom,0,bachelor,20-30,intermediate smokers,low,underweight,35-50,Africa,33daa597415ac78d5c3c89f347b2b8ab81972421,G2
576,F,United Kingdom,0,masters,30-40,heavy smokers,low,healthy,2-18,Europe,46ca2a34a4aa4a6596763b497d0c415fba06ae30,B2
577,M,United Kingdom,0,bachelor,40-50,light smokers,high,underweight,2-18,Africa,41f985c66b2d9636f3dde8fdee86e8b053ffdc9a,SY4
578,M,United Kingdom,0,masters,20-30,intermediate smokers,high,overweight,2-18,North America,e838410ed13cd2233697e33776fce31d2a8e03a9,AL89
579,M,United Kingdom,0,secondary,50-60,intermediate smokers,moderate,healthy,35-50,North America,9dbeb1daa406e966b8247365eadf22b79475af32,TD1N
580,M,United Kingdom,0,secondary,60-70,heavy smokers,high,overweight,19-34,Europe,3063cf5bc078adf9811cdc72e652dcc004796df5,BN51
581,F,United Kingdom,0,bachelor,30-40,heavy smokers,high,overweight,2-18,Oceania,d61d52eb0fef04b0724a011b4d1185ddf888365f,N83
582,F,United Kingdom,0,secondary,20-30,heavy smokers,high,overweight,19-34,Africa,7edfbec2be1014d151a01640a80f544f469edd31,B9C
583,M,United Kingdom,0,bachelor,50-60,intermediate smokers,low,overweight,35-50,Europe,2ab963051e1df83ea488478fb7ff9498ae03e586,TD9
584,F,United Kingdom,0,secondary,50-60,heavy smokers,high,overweight,2-18,Asia,1853ef84a8f4990354678531e2e0df62ff472410,L0F
585,F,United Kingdom,1,other,40-50,intermediate smokers,high,healthy,19-34,Africa,5588ec0277572f7942086750903127f604bc763b,NG0Y
586,F,United Kingdom,0,secondary,50-60,heavy smokers,high,underweight,35-50,Oceania,b84205d27155e82304ac2893a8d958f02750fe71,TA7
587,F,United Kingdom,0,secondary,30-40,heavy smokers,low,underweight,19-34,North America,0445164675730b0b779aa2f29757a4e29c08fe41,B9
588,M,United Kingdom,0,secondary,30-40,intermediate smokers,high,overweight,35-50,South America,0ac3ae555608bdc0f9da383e964a0118153714c4,SS8A
589,M,United Kingdom,0,secondary,20-30,heavy smokers,moderate,healthy,2-18,Oceania,a0c93bc7b37ff49c1567f0cc18df4633fb08a909,EX75
590,F,United Kingdom,0,secondary,<20,heavy smokers,low,overweight,35-50,Europe,abcd4b19cbffa6693be69656d318a48e9490599c,M2
591,F,United Kingdom,0,bachelor,20-30,heavy smokers,low,underweight,35-50,South America,336af324252de38a637edd97db0dfd4db5ce8d51,IP1N
592,F,United Kingdom,0,masters,20-30,heavy smokers,moderate,overweight,19-34,Africa,53d457a90bff058957aa50cdcb8344cfd6e10c92,B4
593,M,United Kingdom,0,secondary,50-60,intermediate smokers,moderate,underweight,35-50,Oceania,c165fd2c4c449b2c79e973be904e18032b733d55,EN2R
594,M,United Kingdom,0,bachelor,20-30,light smokers,moderate,underweight,19-34,Africa,a86d9da1fc5a5d33dbf43ab3d573464a2b3f45e1,W35
595,M,United Kingdom,0,secondary,20-30,intermediate smokers,moderate,healthy,19-34,Africa,17c3f0882d259fe2abd678c0e811a419cd28f40a,SS9N
596,M,United Kingdom,0,bachelor,40-50,heavy smokers,low,underweight,35-50,Asia,b9ae452a31f637cbbd93ef6e3396d076a8f4ef72,N75
597,F,United Kingdom,0,secondary,60-70,intermediate smokers,low,healthy,2-18,North America,b649923e794c42921a454838d3fdb2604f6b74b9,SK5R
598,M,United Kingdom,0,bachelor,30-40,intermediate smokers,low,overweight,35-50,Oceania,966b3d6004129ab3c5af7ff39fc254f3e0dcb925,WA9
599,M,United Kingdom,0,primary,40-50,intermediate smokers,low,underweight,19-34,Europe,eb655a5a509cd2123caebc5f9b9664cc4cef29f3,B0K
600,F,United Kingdom,1,bachelor,40-50,heavy smokers,low,overweight,19-34,Europe,f873b2c9ad2628da0c54b3268e36a028b119717b,W39
601,M,United Kingdom,0,secondary,20-30,heavy smokers,low,overweight,2-18,Africa,77391e105527a869295e2292aa529dfcdc7a4f0a,TQ80
602,M,United Kingdom,0,other,60-70,heavy smokers,low,overweight,35-50,North America,be8b621de2e24fc076b9b1408dbd7c650db16df3,NE2X
603,M,United Kingdom,0,bachelor,20-30,heavy smokers,high,healthy,2-18,Asia,3cb3f6e2b4a2e205a35a50709a479da3f74e5935,M89
604,F,United Kingdom,0,phD,50-60,heavy smokers,moderate,underweight,19-34,North America,7cc5324e63789a43cdbb6e65df52908825427096,W5J
605,F,United Kingdom,0,secondary,50-60,heavy smokers,high,overweight,35-50,Africa,3a48eed5f904cc04e9303229dde885e24729dcab,CA5H
606,M,United Kingdom,0,secondary,<20,heavy smokers,high,overweight,19-34,Asia,8d5ed93db468852febba196becb3e09c095e74e9,E92
607,F,United Kingdom,0,secondary,60-70,intermediate smokers,low,healthy,2-18,Asia,5b6da9083648cfc7d352d9374f6c01a1183818fa,BD98
608,M,United Kingdom,0,bachelor,40-50,intermediate smokers,low,overweight,35-50,North America,f8c4bbf95ab88ec3376e8ab39fb104c5a602081f,LL11
609,F,United Kingdom,0,secondary,60-70,heavy smokers,high,overweight,2-18,Africa,eea6f26f366a4f66f874d10f9da6f84b6daf7756,N7E
610,F,United Kingdom,0,masters,<20,intermediate smokers,high,healthy,19-34,Europe,06279ac587d1c5a1f0b794330e88538210e85e92,E1
611,M,United Kingdom,0,secondary,50-60,heavy smokers,moderate,healthy,35-50,Asia,4d5b85350686ce81237e5c6fb4af6bb6694a675e,E79
612,M,United Kingdom,0,secondary,50-60,heavy smokers,low,underweight,19-34,Oceania,816807a7e6bff81e94f2b8a5252c1fc6bfb19721,S8E
613,M,United Kingdom,0,other,50-60,heavy smokers,low,healthy,35-50,North America,f32b5662b0788efd81b50260d41c270ff7d4fe5e,S0A
614,M,United Kingdom,0,bachelor,60-70,heavy smokers,moderate,healthy,19-34,Oceania,26dc7f6945291231f8d932ca03806fa27126b0ff,TD4
615,M,United Kingdom,0,bachelor,60-70,heavy smokers,moderate,healthy,2-18,South America,16ed5dc48f4e400ca0d28c90f026b79fa6bbb35f,G72
616,M,United Kingdom,0,bachelor,30-40,heavy smokers,high,healthy,35-50,Asia,c9bbb2a19a545d05aef24a8e905eae07bc2f21c0,S2A
617,F,United Kingdom,0,bachelor,20-30,heavy smokers,moderate,underweight,2-18,Africa,62bd5bb28542cea9a25d050f4a8d2ca3c5102666,N4
618,M,United Kingdom,0,masters,40-50,heavy smokers,high,healthy,19-34,Europe,489a2aa067a553a0a68fce231d40786d383d5675,GL57
619,M,United Kingdom,1,masters,30-40,heavy smokers,low,overweight,35-50,Africa,6f09620dec3f53c8791564c240e31d842b0bb32b,MK97
620,M,United Kingdom,0,other,20-30,light smokers,low,healthy,2-18,Oceania,03502d70ce79456e106265c410aedf988eaca49e,E0
621,F,United Kingdom,0,secondary,20-30,heavy smokers,high,underweight,35-50,South America,8f2c22d7d9e68b68b192eea5281042f1e6c5e60d,M7
622,M,United Kingdom,0,secondary,<20,heavy smokers,high,healthy,19-34,North America,86e03f657751958960ec96d594389497a625eea6,N6H
623,F,United Kingdom,0,phD,60-70,heavy smokers,low,healthy,2-18,Europe,1bb4e6fe328efaab7cecc73ceb0b131a018e79ec,S8
624,M,United Kingdom,0,masters,30-40,light smokers,low,overweight,35-50,Europe,59f2255e9c790ecea83f4859cb494fe8ce44e4ea,BT7N
625,M,United Kingdom,0,secondary,20-30,intermediate smokers,high,healthy,35-50,Africa,99ad8a432f0a8e221b5d3dec3546c563b72f79af,CM1
626,F,United Kingdom,0,secondary,20-30,intermediate smokers,low,overweight,35-50,Asia,7d3c814d15596e90f11d63e2fe30c7a8c4e73e03,L18
627,F,United Kingdom,0,secondary,20-30,intermediate smokers,high,healthy,2-18,Africa,f53e44d7d5068a71ca23dbff5efb24688e451fcf,L8W
628,M,United Kingdom,0,phD,<20,heavy smokers,high,underweight,35-50,South America,ac9dc884d396a77fb9828599c304c39b120f2e4d,BA6V
629,F,United Kingdom,0,other,20-30,heavy smokers,high,overweight,19-34,Europe,1a80613416bd67ce1e5a834f96a03bf7a8b41cf7,S92
630,M,United Kingdom,0,other,40-50,heavy smokers,low,healthy,19-34,Europe,3e16b974c361c67dc5195c84b16e305112029a36,YO79
631,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,overweight,19-34,Europe,5b1ac9f5852ceccff49983952a8697e3416fdd44,PH2B
632,F,United Kingdom,0,other,20-30,intermediate smokers,low,overweight,35-50,North America,a55b4258b1e9b40d06fb7159eb5871bf95c3628a,TN38
633,F,United Kingdom,0,primary,30-40,heavy smokers,moderate,underweight,19-34,Oceania,38918b760eed5977228273c2370cffef52e568c8,AB9W
634,M,United Kingdom,0,bachelor,20-30,intermediate smokers,high,overweight,2-18,Europe,5f45a1b88d529ef6c7485ac0010090fdfd33091d,S0
635,M,United Kingdom,0,secondary,20-30,heavy smokers,low,healthy,35-50,Asia,f0982d5ce295e267a0ae31b8bc902e01ab78a31c,B6E
636,F,United Kingdom,0,bachelor,40-50,heavy smokers,low,healthy,2-18,Europe,0e3ad23032104f4541d80e800af52c0ab99993a9,L4J
637,M,United Kingdom,0,other,30-40,heavy smokers,high,underweight,2-18,Asia,db06e4b3b992b782efb41cf8809a922a9d87bbe6,N6S
638,F,United Kingdom,0,secondary,40-50,intermediate smokers,low,underweight,35-50,Europe,0aafc11748c3acf2ef343c73e006a0599a2b0171,W2
639,F,United Kingdom,0,secondary,40-50,intermediate smokers,high,overweight,35-50,Oceania,1274613129d4a206759cd1cd8b15d995535ebc59,DT1A
640,F,United Kingdom,0,secondary,50-60,intermediate smokers,high,underweight,19-34,Asia,61a645ee5a2c7d91ed1f985efb49cb380e9c86cf,E16
641,F,United Kingdom,0,bachelor,30-40,light smokers,moderate,healthy,19-34,Asia,ee297d1ca69f7311c22c4b1206f0a3696f1992c7,N0T
642,F,United Kingdom,0,bachelor,30-40,heavy smokers,high,underweight,35-50,Asia,389a0cff263158b3aba9a7bbd57a6e5710d400ae,CF5M
643,M,United Kingdom,0,masters,60-70,heavy smokers,low,underweight,2-18,Oceania,6acc9719891255d9489996863fd8c995e773d8a7,TF60
644,M,United Kingdom,0,secondary,50-60,heavy smokers,high,overweight,35-50,North America,b4e8d67debf8aa084f9859c811b75e1a6700f111,NP0Y
645,M,United Kingdom,0,secondary,60-70,intermediate smokers,moderate,overweight,19-34,Africa,1100c03e0558ec13f09612200e88573803e7e9eb,SG87
646,F,United Kingdom,0,secondary,40-50,light smokers,moderate,overweight,2-18,Asia,72a70fb82daa06c88051d5840ca1f7e4493547e5,W7E
647,F,United Kingdom,0,bachelor,50-60,heavy smokers,moderate,healthy,2-18,Europe,f341222679808abc71b9dd3c82500360836bd27c,CA15
648,F,United Kingdom,0,primary,30-40,light smokers,low,underweight,2-18,Asia,ad0d70dde03c379d12252f7633d762b987c8176c,M41
649,M,United Kingdom,0,primary,30-40,intermediate smokers,low,underweight,19-34,Africa,d2d99a5f882d363c6b4b7960f6cdd2e4036f30ec,G5J
650,M,United Kingdom,0,bachelor,20-30,heavy smokers,low,overweight,35-50,Antarctica,3df426d8676f59217908b331a85a034cd9a0e829,WS8R
651,M,United Kingdom,0,masters,20-30,intermediate smokers,low,overweight,19-34,North America,738405be4c91386e5b030619d0b832b5d9662e66,BT3
652,F,United Kingdom,0,bachelor,60-70,intermediate smokers,low,overweight,19-34,South America,454401c18889f7d450c088d205204f61c779c357,L2
653,F,United Kingdom,0,primary,40-50,heavy smokers,low,overweight,19-34,North America,8220257a984344cd8352c6359516bd4f6e84452a,LD1
654,M,United Kingdom,0,secondary,60-70,heavy smokers,moderate,overweight,19-34,Africa,1b01dc58c0f2d53565bdb3f1748036e7b2e6796d,SW4P
655,M,United Kingdom,0,masters,40-50,intermediate smokers,low,overweight,19-34,Africa,f090e94e79590e7d325620b28e4b0b292fcef59d,DG3
656,F,United Kingdom,0,other,20-30,intermediate smokers,high,healthy,2-18,North America,1f114408653d2ce619052983361ea381545e4220,CB14
657,F,United Kingdom,0,other,20-30,heavy smokers,low,underweight,19-34,Europe,bd5025dbd5902ea5ee8b78066032000236cd5b94,L3B
658,M,United Kingdom,1,bachelor,40-50,heavy smokers,high,underweight,19-34,North America,c2e60040caad3769889c1c80742c76b6e102942a,L1E
659,M,United Kingdom,0,secondary,50-60,heavy smokers,high,overweight,19-34,Africa,8ab99268de43a21b586de43f51a812441091dd41,L90
660,F,United Kingdom,0,masters,40-50,heavy smokers,low,underweight,2-18,Europe,3933b8753342e89939feb87ccd12d8966c8a1a54,E9F
661,M,United Kingdom,0,bachelor,50-60,intermediate smokers,low,overweight,2-18,Europe,8226d8b2b733302025f9ef5ed427715a622de8c5,G7S
662,F,United Kingdom,0,primary,20-30,light smokers,high,healthy,2-18,Africa,cbf6fd7727642865b2a70d0925e4669eee3ef7a0,S6B
663,F,United Kingdom,0,secondary,20-30,intermediate smokers,high,healthy,2-18,Africa,87d39a3ea1f0c36e302844af0b13aa25d80704ee,BS50
664,F,United Kingdom,0,bachelor,20-30,heavy smokers,high,underweight,35-50,Antarctica,7d03099d632bcc27b7e7df504ea1436e490a4f79,JE7
665,F,United Kingdom,0,bachelor,20-30,intermediate smokers,low,healthy,19-34,Oceania,8aceb157165850b0f997a02cd68578605cba1d14,SA2V
666,M,United Kingdom,0,secondary,30-40,heavy smokers,low,underweight,35-50,Asia,d89a24513c43b69b20feaca0456c9e87e3991f8f,S3A
667,F,United Kingdom,0,secondary,30-40,heavy smokers,high,healthy,35-50,Europe,ee66ccb9ee33fc5e6af650af220769ddc765b353,BD5
668,F,United Kingdom,0,primary,20-30,heavy smokers,low,underweight,19-34,Africa,13603c8d97839a0f6f7d9256ce296203c9dd2f86,HU8X
669,F,United Kingdom,0,bachelor,40-50,heavy smokers,moderate,overweight,19-34,North America,69f4cbdbcd09e80f528e0553ae4d53fe15498f33,PO8
670,M,United Kingdom,0,other,60-70,heavy smokers,moderate,overweight,35-50,Europe,8751f7db51319a36f85d97ffe6016e8e2814a101,TD5Y
671,F,United Kingdom,0,secondary,60-70,intermediate smokers,low,healthy,19-34,Asia,85dd51b35c5400da3935a75b28fc9aab701dae6f,OX0N
672,M,United Kingdom,0,bachelor,30-40,heavy smokers,low,underweight,19-34,South America,f3d34e1ca0fa197567fd110b327a75af212a7bbd,W73
673,F,United Kingdom,0,primary,20-30,intermediate smokers,low,underweight,19-34,Europe,2bef3b503209243f61246239de26a4e6465d1939,EN9W
674,F,United Kingdom,0,primary,40-50,heavy smokers,moderate,overweight,19-34,Africa,1616885023987cfd9a6cbd5c2ca03b6d4659e134,DD8
675,M,United Kingdom,0,secondary,60-70,intermediate smokers,low,overweight,19-34,Asia,db4e5e13623c73eaf13ba1fd100b506b484ce39d,SY28
676,F,United Kingdom,0,masters,50-60,light smokers,moderate,overweight,35-50,Africa,0eb19f239f1d70f233cc91759f0688f4e264700d,OX20
677,M,United Kingdom,0,other,40-50,intermediate smokers,moderate,overweight,2-18,Europe,462e887eeb6b07bd8c5a6e649bd9b79d83077609,W88
678,F,United Kingdom,0,bachelor,30-40,intermediate smokers,low,overweight,19-34,Oceania,b4ce849703b724bb1a78ed3b366498ff4ace907b,M42
679,M,United Kingdom,0,primary,40-50,heavy smokers,low,underweight,2-18,Africa,47bfa6838247aefda5e72dfbadd61a2af919bf90,TA7W
680,M,United Kingdom,0,phD,20-30,intermediate smokers,high,underweight,35-50,Africa,a86fdcc2eb9ceb72a58e4be924f294ac99c70b05,L1
681,F,United Kingdom,0,bachelor,30-40,heavy smokers,moderate,underweight,35-50,Europe,57f9f9a712a911227a2442e2858c33a4f7da7411,W8
682,F,United Kingdom,0,other,40-50,intermediate smokers,low,healthy,35-50,Asia,79a30810badb15d5632a2a560aaf65e2d236c13a,FY3P
683,F,United Kingdom,0,secondary,40-50,heavy smokers,low,overweight,2-18,Europe,d9306769746e89da50ee1ea79dcd82f742ac0740,W58
684,M,United Kingdom,0,secondary,60-70,light smokers,high,underweight,2-18,Africa,9c266cf4813282a70150c4d2fa27671f7d43970c,TA7X
685,F,United Kingdom,0,secondary,40-50,heavy smokers,low,underweight,35-50,Africa,9a3ddd5dbe2d41a4d2612fa4f32ff9faad0b446b,E6C
686,M,United Kingdom,0,bachelor,60-70,heavy smokers,moderate,healthy,35-50,Oceania,c31b0e926278778e4f86f546d3289328877595cb,EN00
687,M,United Kingdom,0,phD,20-30,intermediate smokers,low,underweight,2-18,South America,54ec4719cc38a381b5cb963785e1e8e5e975906c,M2H
688,F,United Kingdom,0,bachelor,20-30,light smokers,high,overweight,19-34,Oceania,77eef5508360013f884443d782b039ad40856a23,HX7V
689,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,healthy,2-18,Oceania,0b72e75e22678ca78c84f02a17811e9058895740,S9
690,F,United Kingdom,0,secondary,60-70,heavy smokers,low,underweight,35-50,Europe,080206b8de3ecfc31a6e93d45532abdd4b6f4de6,LU9
691,F,United Kingdom,0,primary,<20,heavy smokers,high,healthy,2-18,Europe,505d383e66ff266c8b4293acf1ad91f58d1a2133,ST7
692,M,United Kingdom,1,bachelor,20-30,heavy smokers,high,overweight,19-34,Asia,d1c355388fd9ec0b5d69558a8af18ad71569219a,LL0B
693,F,United Kingdom,0,masters,20-30,heavy smokers,low,healthy,19-34,Oceania,9a1bc34eaa0917f4c50c1b168b1c252ff262f912,OX3
694,F,United Kingdom,0,bachelor,60-70,intermediate smokers,moderate,healthy,19-34,South America,e48bfb263faac4e9f13bd06c37c809c12af36c55,N3J
695,F,United Kingdom,0,secondary,40-50,intermediate smokers,high,overweight,19-34,Asia,d5c03705d4768b2cf3b45158bb2f9c6e6405e328,BN32
696,M,United Kingdom,0,phD,40-50,heavy smokers,high,underweight,2-18,Asia,ef12a04da0d7638d6a84b5da8db64a22b5091319,TQ01
697,F,United Kingdom,0,bachelor,30-40,heavy smokers,high,underweight,19-34,Africa,c9dd8c071564d40e0a078369d75463dc022c53a0,MK5
698,F,United Kingdom,1,secondary,50-60,intermediate smokers,low,overweight,35-50,Asia,a7f4377b1cf1332625ba276a2dee680ca87370dd,G86
699,M,United Kingdom,0,bachelor,50-60,heavy smokers,low,underweight,19-34,Oceania,b420871578a09d7e3fb4c5a5d9c20a1002adf86d,W61
700,F,United Kingdom,0,masters,50-60,heavy smokers,high,healthy,35-50,Asia,2f94f6623e13d2fb363571e8e115205c4c74d2da,SW7W
701,F,United Kingdom,0,secondary,30-40,heavy smokers,low,underweight,2-18,Africa,9ab273911e544079559794d29ea2c6ec23cd8c46,W9
702,M,United Kingdom,0,secondary,30-40,heavy smokers,high,healthy,35-50,Asia,4d956e4746df3171fe925fa8ddeb1562bef28410,S9
703,F,United Kingdom,0,phD,40-50,heavy smokers,high,underweight,2-18,North America,271932c3a697d8037bee2cc909b540a023f821c0,E50
704,F,United Kingdom,0,secondary,50-60,heavy smokers,low,overweight,2-18,Europe,3299baf02ef40a39ae6e855d083ee7a10335da61,M7
705,F,United Kingdom,0,bachelor,50-60,heavy smokers,moderate,overweight,19-34,Africa,6fd7524e4887a3fb9df05510efaaae6484520de3,M80
706,F,United Kingdom,0,bachelor,40-50,heavy smokers,low,underweight,35-50,Europe,c1cd3aeef0da6c981ef5388d01220f83c237bcaa,L51
707,F,United Kingdom,0,secondary,60-70,intermediate smokers,moderate,overweight,19-34,South America,066c89c9779f4e55c40ed54eb24965f7ba1451ae,L4W
708,F,United Kingdom,0,secondary,30-40,intermediate smokers,moderate,underweight,2-18,Europe,9251b56ec8641f37ec4ceb3b0876c0716617af39,M4J
709,F,United Kingdom,0,phD,30-40,heavy smokers,moderate,overweight,19-34,Oceania,55768068b9bf970ce3d4d33519417a60cc798c98,W9T
710,F,United Kingdom,0,secondary,60-70,heavy smokers,moderate,healthy,2-18,Europe,5867fa6318b69924d104aa6eef1facc09197deb0,PE9
711,M,United Kingdom,0,secondary,40-50,intermediate smokers,low,healthy,35-50,Europe,cc24b0e0323cb8787d85fe1109b68ed60b26ddb8,PH2E
712,F,United Kingdom,0,secondary,20-30,intermediate smokers,moderate,underweight,2-18,South America,0c5227649871db39a3a0abe59723551e91bfe030,M8
713,F,United Kingdom,0,masters,40-50,heavy smokers,high,overweight,2-18,Europe,bf062864fe80dab6bb33b45673148870fe927a81,TQ24
714,M,United Kingdom,0,bachelor,30-40,intermediate smokers,moderate,healthy,35-50,North America,f5b47cd9406815cfd72bd27ec9b8addb1d9533b1,SY82
715,F,United Kingdom,0,secondary,50-60,heavy smokers,low,healthy,2-18,Africa,d74c6cfa06a7599602eac1e670457391ecbe6f6d,B58
716,F,United Kingdom,0,secondary,40-50,intermediate smokers,low,healthy,35-50,Africa,098b32d50ee366ff27689678a9b452a43bc52e6d,HS00
717,F,United Kingdom,1,other,40-50,heavy smokers,high,overweight,19-34,Europe,b400d9342d265b4ae97c52fc72ed421721714046,N0F
718,M,United Kingdom,1,other,50-60,heavy smokers,moderate,healthy,35-50,North America,a8b8a524b2946e4d6d39f7500b84cf61b70bec3d,E1
719,M,United Kingdom,0,masters,60-70,heavy smokers,moderate,overweight,35-50,Africa,82afe3c77a2e39a03de69f759baf9cb76f8f9d5b,G11
720,M,United Kingdom,0,masters,30-40,heavy smokers,low,overweight,2-18,North America,8a35f7caf42ddfe06904ae6d07b7cc5384031c03,S2
721,F,United Kingdom,0,other,50-60,intermediate smokers,moderate,underweight,2-18,Oceania,2bb71fd8f2731a59ad1c9ea37e2b3dee4abf238a,L1G
722,F,United Kingdom,0,secondary,30-40,intermediate smokers,moderate,underweight,19-34,Africa,c166b325b2e7ad76b78030fe0cd009297d4543e4,G4S
723,F,United Kingdom,0,bachelor,50-60,heavy smokers,low,overweight,19-34,Africa,6d86c4bf107cdc31d67557187635db1beef2a623,L6U
724,M,United Kingdom,0,masters,40-50,heavy smokers,moderate,healthy,19-34,North America,e55dac744b0e184b92f516177b43b4d0eb220799,BD39
725,F,United Kingdom,0,secondary,30-40,heavy smokers,moderate,overweight,35-50,Asia,4469bfd130b1591dfbde356cfae1abf1db24330d,M3H
726,F,United Kingdom,0,secondary,30-40,intermediate smokers,low,overweight,35-50,Africa,4103fd4f0331ce27b325743d5c10323705be241b,W3
727,M,United Kingdom,0,bachelor,40-50,intermediate smokers,low,healthy,2-18,Africa,2745d706f9a351db5b379a9ad372f46f368328c6,WV9W
728,F,United Kingdom,0,bachelor,30-40,intermediate smokers,low,healthy,35-50,Africa,788e3e719e3d2f9286138366b477cf3e13a5542f,LE0
729,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,overweight,19-34,Asia,5f652bf828444a06696b103a73dc636eab6ce530,G9
730,F,United Kingdom,0,secondary,50-60,heavy smokers,low,overweight,19-34,Europe,c7c7ea8993d99c7ec876ded5b50cb3861f3ad96b,TS8
731,M,United Kingdom,0,other,40-50,heavy smokers,low,underweight,35-50,Europe,ee3a4afd17cd6848a4b71b6eb34a0f8fffe9b5da,DD8
732,M,United Kingdom,0,secondary,40-50,heavy smokers,moderate,overweight,35-50,Europe,11ab2089f8fc88e76617a450dd20b8000316d6dd,CT0E
733,F,United Kingdom,0,bachelor,50-60,heavy smokers,low,underweight,35-50,Africa,796498fdfaf55685e0aca91731b2e276a26d516c,W3
734,M,United Kingdom,0,primary,30-40,intermediate smokers,low,healthy,2-18,Europe,442127a251c4a47862070d101e82b6e9791d4a88,LU9R
735,M,United Kingdom,0,secondary,40-50,heavy smokers,low,overweight,19-34,Africa,9ae199f06d73a16606e214d60a693db3e55ae79a,MK4
736,F,United Kingdom,0,masters,60-70,heavy smokers,moderate,underweight,2-18,Europe,dc023f20317a554bea74e14601e0f2f70f85f1c2,N53
737,F,United Kingdom,0,bachelor,30-40,light smokers,moderate,overweight,2-18,Asia,086986fb214eb7f925096c961f2564b15e317a51,BL2
738,M,United Kingdom,0,phD,50-60,light smokers,high,overweight,2-18,Africa,444b96ca5dc0e4cb8bf44ef353a8a924040035f9,B31
739,M,United Kingdom,0,bachelor,20-30,intermediate smokers,low,underweight,35-50,South America,c46da43a862f81b9687283c386f67c58b6294706,B89
740,F,United Kingdom,0,other,40-50,light smokers,low,overweight,19-34,Europe,1ea7f8f6b4344a6678742b03fe3911d14e1d4799,B7A
741,F,United Kingdom,0,bachelor,50-60,heavy smokers,low,healthy,35-50,North America,bdc6b40060eafc56dcde7b7887bcb18aff18a20f,RM12
742,F,United Kingdom,0,secondary,50-60,heavy smokers,moderate,overweight,19-34,North America,0dc614c490f77540d30417bf72cb68a91a05afe3,SS1
743,F,United Kingdom,0,bachelor,40-50,heavy smokers,low,underweight,2-18,Oceania,e3afb4d3851d755a817f00960c9523af8be90c3c,SP6H
744,F,United Kingdom,0,secondary,<20,heavy smokers,low,underweight,2-18,Europe,7a680f43cda248c17b3989c825bac4237a16883a,W93
745,F,United Kingdom,0,secondary,40-50,intermediate smokers,high,overweight,35-50,North America,04445bc6d8674054c2a56dbf025adb6b508923c0,N53
746,F,United Kingdom,0,secondary,50-60,heavy smokers,low,healthy,2-18,North America,c6e7153ce2e1b3d4e383fe06f3f8f35800b4612c,B9E
747,F,United Kingdom,0,phD,50-60,heavy smokers,low,underweight,2-18,South America,76d875251eb222c1039eed169cc9ec7677780f66,S9
748,F,United Kingdom,0,secondary,30-40,light smokers,low,healthy,2-18,South America,cdcaa9b0436f82718beffecd89574b3fb0bc6a65,L2
749,M,United Kingdom,0,secondary,30-40,heavy smokers,low,overweight,35-50,Africa,5179813092fa90e32fd8cddd176a4513e8d71e67,M7G
750,F,United Kingdom,0,phD,40-50,heavy smokers,moderate,overweight,19-34,Europe,a38c10ef71f7aa4e89ae4891be70a10cafc68075,BN1M
751,M,United Kingdom,1,bachelor,40-50,heavy smokers,high,underweight,19-34,Africa,8e74a285025f7d130c774ae9c345da449e6550d1,G13
752,M,United Kingdom,0,other,30-40,intermediate smokers,high,healthy,2-18,Asia,bc742d735137d3f39a7793b9f6ef4c87eb6dd4b3,EN93
753,M,United Kingdom,0,bachelor,50-60,heavy smokers,low,healthy,35-50,Africa,b9093c2ba6bbef9eafbe3fe5be191fc7ce176c1b,CR9
754,F,United Kingdom,0,secondary,20-30,heavy smokers,low,overweight,2-18,Africa,c2d316f70ddb2ae01e25ae6dc35735704bba2ffb,M6A
755,F,United Kingdom,0,bachelor,50-60,intermediate smokers,low,underweight,2-18,Africa,5164973a75e1967697b8c1d3000d03a731a5b6a1,L6
